Referencia;Nº de cuenta;Importe;Moneda;Fecha valor;Concepto
OP-2026004197;ES7521000000660000000164;853,89;EUR;18/09/2026;Proveedor
OP-2026004198;ES7120850000100000000224;10.282,43;MXN;23/09/2026;Publicidad
OP-2026004199;ES6101820000980000000103;800,35;EUR;22/09/2026;Viajes
OP-2026004200;ES7221000000620000000026;1.121,48;EUR;27/09/2026;Servicios profesionales
OP-2026004201;ES8701820000950000000073;751,13;USD;17/09/2026;Material de oficina
OP-2026004202;ES3820850000150000000185;692,44;EUR;17/09/2026;Servicios profesionales
OP-2026004203;ES7501280000150000000088;697,57;USD;27/09/2026;Servicios profesionales
OP-2026004204;ES3400810000510000000133;744,33;EUR;24/09/2026;Servicios profesionales
OP-2026004205;ES8700810000550000000147;588,68;EUR;20/09/2026;Material de oficina
OP-2026004206;ES7701820000960000000107;681,25;USD;14/09/2026;Formación
OP-2026004207;ES0800810000590000000209;409,36;EUR;24/09/2026;Nómina
OP-2026004208;ES9321000000610000000182;9.445,87;MXN;21/09/2026;Comisiones
OP-2026004209;ES9601280000110000000197;872,56;EUR;25/09/2026;Mantenimiento
OP-2026004210;ES8121000000680000000249;1.008,35;EUR;25/09/2026;Formación
OP-2026004211;ES1500810000540000000134;368,11;EUR;24/09/2026;Comisiones
OP-2026004212;ES0220850000100000000108;450,76;EUR;16/09/2026;Mantenimiento
OP-2026004213;ES1801820000950000000054;925,81;EUR;14/09/2026;Viajes
OP-2026004214;ES1000810000590000000076;655,78;USD;15/09/2026;Suministros
OP-2026004215;ES4901820000960000000126;836,41;EUR;17/09/2026;Servicios profesionales
OP-2026004216;ES7701820000990000000057;921,16;EUR;13/09/2026;Suministros
OP-2026004217;ES7120850000130000000174;437,47;EUR;15/09/2026;Mantenimiento
OP-2026004218;ES1000810000590000000076;1.075,96;EUR;25/09/2026;Material de oficina
OP-2026004219;ES7600810000520000000201;620,17;EUR;14/09/2026;Comisiones
OP-2026004220;ES5901280000140000000037;695,99;EUR;17/09/2026;Alquiler
OP-2026004221;ES7600810000550000000151;1.006,54;EUR;19/09/2026;Material de oficina
OP-2026004222;ES7600810000520000000201;824,64;EUR;19/09/2026;Licencias de software
OP-2026004223;ES7801280000160000000179;17.904,65;MXN;18/09/2026;Servicios profesionales
OP-2026004224;ES3000810000570000000105;702,89;USD;19/09/2026;Comisiones
OP-2026004225;ES4220850000150000000016;625,76;USD;19/09/2026;Nómina
OP-2026004226;ES9821000000680000000137;786,28;EUR;26/09/2026;Seguros
OP-2026004227;ES9121000000610000000218;503,25;EUR;22/09/2026;Transporte
OP-2026004228;ES2300810000530000000233;646,78;USD;27/09/2026;Suministros
OP-2026004229;ES7101280000160000000111;682,83;EUR;19/09/2026;Licencias de software
OP-2026004230;ES3500810000580000000160;905,84;EUR;18/09/2026;Proveedor
OP-2026004231;ES1501280000130000000005;1.428,29;USD;16/09/2026;Seguros
OP-2026004232;ES6101820000980000000103;1.201,37;EUR;15/09/2026;Suministros
OP-2026004233;ES4000490000050000000092;3.028.437,23;COP;16/09/2026;Servicios profesionales
OP-2026004234;ES9620850000120000000064;2.570.785,91;COP;26/09/2026;Comisiones
OP-2026004235;ES5901280000140000000037;865,28;USD;27/09/2026;Publicidad
OP-2026004236;ES7600810000550000000151;756,45;EUR;27/09/2026;Material de oficina
OP-2026004237;ES7001820000920000000138;618,17;USD;17/09/2026;Material de oficina
OP-2026004238;ES6920850000110000000211;1.232,65;EUR;27/09/2026;Suministros
OP-2026004239;ES4220850000180000000063;497,05;EUR;14/09/2026;Servicios profesionales
OP-2026004240;ES0500490000070000000236;737,85;EUR;27/09/2026;Servicios profesionales
OP-2026004241;ES1301820000970000000046;670,86;EUR;18/09/2026;Proveedor
OP-2026004242;ES9620850000120000000064;4.720.243,09;COP;26/09/2026;Formación
OP-2026004243;ES2401820000970000000139;721,48;EUR;18/09/2026;Formación
OP-2026004244;ES8100810000500000000015;595,97;EUR;14/09/2026;Material de oficina
OP-2026004245;ES7621000000650000000001;1.163,69;EUR;25/09/2026;Viajes
OP-2026004246;ES4601820000950000000035;13.160,02;MXN;18/09/2026;Seguros
OP-2026004247;ES5801280000190000000101;15.356,48;MXN;18/09/2026;Licencias de software
OP-2026004248;ES3500810000550000000113;13.549,93;MXN;23/09/2026;Transporte
OP-2026004249;ES9120850000140000000250;1.042,92;EUR;18/09/2026;Formación
OP-2026004250;ES3600810000530000000193;22.720,48;MXN;25/09/2026;Nómina
OP-2026004251;ES9001820000930000000117;22.545,13;MXN;27/09/2026;Licencias de software
OP-2026004252;ES1200810000560000000090;958,52;EUR;15/09/2026;Seguros
OP-2026004253;ES6720850000140000000003;864,32;EUR;17/09/2026;Mantenimiento
OP-2026004254;ES7020850000180000000044;654,42;EUR;21/09/2026;Suministros
OP-2026004255;ES8401280000130000000121;894,16;EUR;23/09/2026;Transporte
OP-2026004256;ES2401820000970000000139;608,11;USD;20/09/2026;Licencias de software
OP-2026004257;ES7521000000660000000164;865,07;EUR;21/09/2026;Transporte
OP-2026004258;ES9120850000110000000009;1.033,30;USD;17/09/2026;Mantenimiento
OP-2026004259;ES1801820000950000000054;744,89;EUR;21/09/2026;Suministros
OP-2026004260;ES9121000000610000000218;750,53;EUR;15/09/2026;Transporte
OP-2026004261;ES8701820000950000000073;902,60;EUR;13/09/2026;Nómina
OP-2026004262;ES6520850000110000000186;1.080,81;EUR;21/09/2026;Formación
OP-2026004263;ES5900810000520000000216;1.225,85;EUR;17/09/2026;Comisiones
OP-2026004264;ES1520850000100000000068;807,85;EUR;14/09/2026;Transporte
OP-2026004265;ES7621000000650000000001;447,34;EUR;21/09/2026;Proveedor
OP-2026004266;ES4600810000580000000059;742,65;EUR;25/09/2026;Alquiler
OP-2026004267;ES7020850000180000000044;733,29;EUR;17/09/2026;Publicidad
OP-2026004268;ES1000810000590000000076;3.730.721,05;COP;22/09/2026;Seguros
OP-2026004269;ES1200810000530000000140;17.058,64;MXN;15/09/2026;Proveedor
OP-2026004270;ES3820850000150000000185;1.164,77;EUR;18/09/2026;Formación
OP-2026004271;ES7501280000150000000088;990,88;EUR;20/09/2026;Transporte
OP-2026004272;ES2000810000520000000142;618,96;EUR;14/09/2026;Alquiler
OP-2026004273;ES7120850000100000000224;1.139,36;USD;27/09/2026;Mantenimiento
OP-2026004274;ES8120850000180000000234;956,82;EUR;25/09/2026;Suministros
OP-2026004275;ES4400810000520000000098;726,66;USD;26/09/2026;Licencias de software
OP-2026004276;ES5800490000060000000204;1.149,71;EUR;25/09/2026;Transporte
OP-2026004277;ES7521000000660000000164;1.053,74;USD;14/09/2026;Suministros
OP-2026004278;ES0420850000100000000072;265,88;EUR;21/09/2026;Seguros
OP-2026004279;ES4500810000510000000032;992,99;EUR;24/09/2026;Mantenimiento
OP-2026004280;ES6520850000110000000186;969,39;EUR;20/09/2026;Licencias de software
OP-2026004281;ES6701820000910000000047;963,02;EUR;15/09/2026;Nómina
OP-2026004282;ES4801280000140000000041;13.129,53;MXN;21/09/2026;Proveedor
OP-2026004283;ES2921000000680000000118;887,05;EUR;26/09/2026;Suministros
OP-2026004284;ES3400810000510000000133;13.536,89;MXN;16/09/2026;Formación
OP-2026004285;ES0620850000190000000080;11.787,31;MXN;23/09/2026;Mantenimiento
OP-2026004286;ES2421000000610000000163;488,97;EUR;18/09/2026;Seguros
OP-2026004287;ES7801280000160000000179;2.001.827,52;COP;23/09/2026;Proveedor
OP-2026004288;ES6101820000980000000103;3.907.415,34;COP;13/09/2026;Servicios profesionales
OP-2026004289;ES5121000000690000000061;1.074,69;EUR;22/09/2026;Nómina
OP-2026004290;ES0200490000090000000192;874,10;EUR;25/09/2026;Proveedor
OP-2026004291;ES2421000000610000000163;485,19;EUR;23/09/2026;Publicidad
OP-2026004292;ES9100490000070000000240;1.161,02;USD;13/09/2026;Formación
OP-2026004293;ES7521000000610000000021;536,78;EUR;25/09/2026;Publicidad
OP-2026004294;ES6600810000500000000091;786,50;USD;15/09/2026;Material de oficina
OP-2026004295;ES9600490000020000000007;870,48;EUR;15/09/2026;Seguros
OP-2026004296;ES6101820000980000000103;1.115,91;EUR;19/09/2026;Formación
OP-2026004297;ES2120850000190000000004;1.187,10;EUR;24/09/2026;Transporte
OP-2026004298;ES7521000000660000000164;23.721,17;MXN;17/09/2026;Licencias de software
OP-2026004299;ES6421000000630000000024;17.723,52;MXN;21/09/2026;Suministros
OP-2026004300;ES1800490000040000000246;944,45;EUR;13/09/2026;Material de oficina
OP-2026004301;ES1000810000590000000076;823,59;EUR;19/09/2026;Viajes
OP-2026004302;ES5600490000000000000049;675,54;EUR;17/09/2026;Publicidad
OP-2026004303;ES6421000000630000000024;734,54;EUR;18/09/2026;Formación
OP-2026004304;ES7521000000630000000214;1.243,12;EUR;15/09/2026;Comisiones
OP-2026004305;ES1420850000150000000132;2.928.963,25;COP;16/09/2026;Viajes
OP-2026004306;ES8100810000500000000112;1.002,34;EUR;25/09/2026;Suministros
OP-2026004307;ES4500810000510000000032;739,91;EUR;16/09/2026;Proveedor
OP-2026004308;ES0800810000590000000209;841,69;EUR;27/09/2026;Mantenimiento
OP-2026004309;ES8701820000950000000073;712,62;EUR;27/09/2026;Mantenimiento
OP-2026004310;ES6700490000010000000190;819,73;EUR;15/09/2026;Nómina
OP-2026004311;ES6101280000110000000051;766,15;EUR;22/09/2026;Seguros
OP-2026004312;ES5401280000160000000029;891,64;EUR;24/09/2026;Publicidad
OP-2026004313;ES6320850000140000000075;535,23;EUR;19/09/2026;Mantenimiento
OP-2026004314;ES6320850000140000000075;15.960,59;MXN;22/09/2026;Licencias de software
OP-2026004315;ES8100810000530000000062;1.171,75;EUR;25/09/2026;Material de oficina
OP-2026004316;ES8700810000550000000244;1.146,46;EUR;25/09/2026;Seguros
OP-2026004317;ES9601280000110000000197;1.177,25;USD;25/09/2026;Material de oficina
OP-2026004318;ES0421000000600000000087;812,76;EUR;14/09/2026;Suministros
OP-2026004319;ES6001820000960000000219;756,88;EUR;19/09/2026;Comisiones
OP-2026004320;ES8701820000950000000073;733,23;EUR;18/09/2026;Viajes
OP-2026004321;ES7120850000130000000077;724,22;EUR;14/09/2026;Mantenimiento
OP-2026004322;ES4801280000140000000041;5.356.597,88;COP;13/09/2026;Licencias de software
OP-2026004323;ES7221000000620000000026;815,37;USD;27/09/2026;Nómina
OP-2026004324;ES1501280000160000000052;15.196,18;MXN;19/09/2026;Seguros
OP-2026004325;ES6600810000500000000091;1.382,57;USD;27/09/2026;Material de oficina
OP-2026004326;ES3801820000960000000033;917.013,92;COP;24/09/2026;Material de oficina
OP-2026004327;ES4621000000680000000200;1.004,44;EUR;23/09/2026;Seguros
OP-2026004328;ES2421000000610000000163;16.784,26;MXN;14/09/2026;Proveedor
OP-2026004329;ES8020850000110000000110;9.738,80;MXN;15/09/2026;Mantenimiento
OP-2026004330;ES1200810000560000000090;361,10;EUR;26/09/2026;Alquiler
OP-2026004331;ES1901820000990000000228;905,78;EUR;18/09/2026;Mantenimiento
OP-2026004332;ES8501820000980000000156;17.387,10;MXN;17/09/2026;Proveedor
OP-2026004333;ES5100810000560000000067;20.521,71;MXN;17/09/2026;Publicidad
OP-2026004334;ES7501820000900000000146;15.132,56;MXN;22/09/2026;Alquiler
OP-2026004335;ES7320850000190000000135;956,77;EUR;19/09/2026;Material de oficina
OP-2026004336;ES8600810000510000000070;936,81;EUR;15/09/2026;Mantenimiento
OP-2026004337;ES3021000000610000000152;12.469,99;MXN;16/09/2026;Formación
OP-2026004338;ES2120850000190000000004;1.287,68;USD;26/09/2026;Nómina
OP-2026004339;ES1301820000970000000046;900,64;EUR;26/09/2026;Publicidad
OP-2026004340;ES6200810000510000000017;1.135,73;EUR;19/09/2026;Nómina
OP-2026004341;ES7621000000650000000001;750,41;EUR;24/09/2026;Mantenimiento
OP-2026004342;ES8001280000130000000096;867,59;USD;18/09/2026;Nómina
OP-2026004343;ES9100810000580000000025;766,79;EUR;26/09/2026;Alquiler
OP-2026004344;ES2000810000520000000142;815,86;USD;22/09/2026;Comisiones
OP-2026004345;ES5300810000500000000131;1.169,41;EUR;25/09/2026;Nómina
OP-2026004346;ES1801280000170000000143;914,66;EUR;14/09/2026;Publicidad
OP-2026004347;ES4220850000180000000063;12.394,47;MXN;21/09/2026;Seguros
OP-2026004348;ES5600490000000000000049;1.164,15;USD;13/09/2026;Alquiler
OP-2026004349;ES3820850000150000000185;457,17;EUR;24/09/2026;Alquiler
OP-2026004350;ES2401280000100000000184;590,83;USD;21/09/2026;Mantenimiento
OP-2026004351;ES7501820000900000000243;1.147,68;EUR;15/09/2026;Comisiones
OP-2026004352;ES9200810000530000000155;547,30;EUR;20/09/2026;Viajes
OP-2026004353;ES7621000000650000000001;848,14;EUR;13/09/2026;Transporte
OP-2026004354;ES8620850000160000000145;12.586,15;MXN;24/09/2026;Licencias de software
OP-2026004355;ES1000810000590000000076;1.567.856,79;COP;23/09/2026;Servicios profesionales
OP-2026004356;ES7501820000900000000243;597,90;EUR;18/09/2026;Comisiones
OP-2026004357;ES7420850000140000000168;13.524,91;MXN;19/09/2026;Mantenimiento
OP-2026004358;ES8620850000160000000242;778,11;EUR;21/09/2026;Servicios profesionales
OP-2026004359;ES3000810000570000000105;689,76;EUR;22/09/2026;Material de oficina
OP-2026004360;ES2520850000180000000078;9.230,00;MXN;27/09/2026;Suministros
OP-2026004361;ES7201280000110000000144;1.224,82;EUR;24/09/2026;Suministros
OP-2026004362;ES3500490000070000000181;702,81;USD;27/09/2026;Licencias de software
OP-2026004363;ES0621000000690000000095;1.241,28;EUR;27/09/2026;Licencias de software
OP-2026004364;ES1800490000040000000246;881,41;EUR;19/09/2026;Servicios profesionales
OP-2026004365;ES7120850000130000000077;692,51;EUR;22/09/2026;Nómina
OP-2026004366;ES9720850000160000000238;14.688,48;MXN;14/09/2026;Suministros
OP-2026004367;ES8620850000160000000242;1.196,02;USD;15/09/2026;Comisiones
OP-2026004368;ES5900810000520000000216;802,20;EUR;21/09/2026;Material de oficina
OP-2026004369;ES4621000000680000000006;992,51;USD;15/09/2026;Mantenimiento
OP-2026004370;ES5420850000100000000239;11.437,10;MXN;27/09/2026;Seguros
OP-2026004371;ES7701820000990000000057;1.145,07;USD;15/09/2026;Publicidad
OP-2026004372;ES6920850000110000000211;938,15;EUR;27/09/2026;Servicios profesionales
OP-2026004373;ES6700490000010000000190;1.035,17;USD;20/09/2026;Mantenimiento
OP-2026004374;ES3120850000150000000020;20.580,23;MXN;20/09/2026;Comisiones
OP-2026004375;ES5600810000510000000125;816,24;EUR;16/09/2026;Servicios profesionales
OP-2026004376;ES6600810000500000000091;1.065,90;USD;27/09/2026;Alquiler
OP-2026004377;ES8501820000950000000206;1.035,57;USD;13/09/2026;Comisiones
OP-2026004378;ES2000810000520000000142;1.315,97;USD;25/09/2026;Material de oficina
OP-2026004379;ES9320850000110000000167;953,14;USD;18/09/2026;Alquiler
OP-2026004380;ES1200810000530000000140;818,37;EUR;15/09/2026;Viajes
OP-2026004381;ES6520850000110000000186;885,76;USD;18/09/2026;Servicios profesionales
OP-2026004382;ES9401820000990000000042;2.254.920,70;COP;26/09/2026;Formación
OP-2026004383;ES4300810000570000000162;910,37;USD;15/09/2026;Mantenimiento
OP-2026004384;ES3400810000510000000036;895,99;EUR;22/09/2026;Viajes
OP-2026004385;ES3220850000100000000053;1.247,74;USD;24/09/2026;Material de oficina
OP-2026004386;ES4000490000050000000092;1.178,51;EUR;15/09/2026;Mantenimiento
OP-2026004387;ES6300490000040000000115;709,51;EUR;14/09/2026;Proveedor
OP-2026004388;ES2000810000520000000142;874,88;EUR;24/09/2026;Transporte
OP-2026004389;ES4000490000050000000092;14.825,50;MXN;21/09/2026;Material de oficina
OP-2026004390;ES3700490000010000000148;924,22;EUR;21/09/2026;Alquiler
OP-2026004391;ES2921000000680000000118;793,01;EUR;27/09/2026;Alquiler
OP-2026004392;ES8020850000110000000207;870,55;EUR;25/09/2026;Publicidad
OP-2026004393;ES1501280000130000000005;681,19;USD;23/09/2026;Formación
OP-2026004394;ES8121000000680000000249;559,19;EUR;24/09/2026;Seguros
OP-2026004395;ES3500810000550000000113;1.079,65;USD;22/09/2026;Proveedor
OP-2026004396;ES8120850000180000000234;2.317.953,85;COP;25/09/2026;Publicidad
OP-2026004397;ES8701820000950000000073;931,76;EUR;22/09/2026;Publicidad
OP-2026004398;ES3221000000600000000165;694,35;EUR;23/09/2026;Nómina
OP-2026004399;ES9400810000590000000213;1.238,74;EUR;17/09/2026;Suministros
OP-2026004400;ES2401820000970000000139;983,77;EUR;24/09/2026;Viajes
OP-2026004401;ES5300810000500000000131;994,62;EUR;25/09/2026;Mantenimiento
OP-2026004402;ES4700810000510000000093;607,79;EUR;21/09/2026;Viajes
OP-2026004403;ES5800490000060000000204;614,04;EUR;23/09/2026;Proveedor
OP-2026004404;ES9601280000110000000197;1.030,26;EUR;22/09/2026;Viajes
OP-2026004405;ES9120850000110000000009;16.639,02;MXN;26/09/2026;Alquiler
OP-2026004406;ES4221000000680000000175;778,72;EUR;17/09/2026;Nómina
OP-2026004407;ES5600490000000000000049;851,80;USD;23/09/2026;Material de oficina
OP-2026004408;ES0200490000090000000192;15.779,45;MXN;19/09/2026;Licencias de software
OP-2026004409;ES2421000000610000000066;936,63;EUR;13/09/2026;Material de oficina
OP-2026004410;ES4400810000520000000098;671,91;EUR;27/09/2026;Licencias de software
OP-2026004411;ES8100810000530000000062;786,64;EUR;19/09/2026;Comisiones
OP-2026004412;ES3021000000610000000055;858,72;EUR;21/09/2026;Transporte
OP-2026004413;ES4300810000570000000065;20.319,19;MXN;14/09/2026;Nómina
OP-2026004414;ES7501280000150000000088;752,36;EUR;19/09/2026;Publicidad
OP-2026004415;ES8620850000160000000145;899,78;EUR;16/09/2026;Material de oficina
OP-2026004416;ES3421000000690000000173;606,34;EUR;19/09/2026;Licencias de software
OP-2026004417;ES9100810000580000000025;1.121,14;EUR;22/09/2026;Publicidad
OP-2026004418;ES3101280000140000000153;857,91;USD;14/09/2026;Nómina
OP-2026004419;ES4901820000960000000126;841,28;EUR;19/09/2026;Alquiler
OP-2026004420;ES3721000000670000000217;1.074,35;USD;15/09/2026;Seguros
OP-2026004421;ES4801280000140000000041;1.150,57;EUR;23/09/2026;Alquiler
OP-2026004422;ES3520850000140000000191;994,77;EUR;25/09/2026;Publicidad
OP-2026004423;ES2620850000170000000012;942,67;EUR;21/09/2026;Proveedor
OP-2026004424;ES9100490000070000000240;787,52;EUR;24/09/2026;Material de oficina
OP-2026004425;ES8721000000680000000141;751,45;EUR;27/09/2026;Proveedor
OP-2026004426;ES7501820000900000000146;811,49;EUR;25/09/2026;Formación
OP-2026004427;ES1800490000040000000246;19.216,25;MXN;18/09/2026;Suministros
OP-2026004428;ES1200490000020000000161;20.835,65;MXN;24/09/2026;Viajes
OP-2026004429;ES4700810000510000000093;609,82;EUR;24/09/2026;Formación
OP-2026004430;ES7400490000070000000158;929,69;EUR;13/09/2026;Alquiler
OP-2026004431;ES8100810000500000000015;698,28;EUR;13/09/2026;Mantenimiento
OP-2026004432;ES4801280000140000000041;1.405,06;USD;25/09/2026;Proveedor
OP-2026004433;ES5400810000540000000208;886,80;EUR;24/09/2026;Nómina
OP-2026004434;ES8001280000130000000096;4.419.403,00;COP;13/09/2026;Suministros
OP-2026004435;ES5901280000140000000037;676,79;EUR;20/09/2026;Viajes
OP-2026004436;ES8401280000130000000121;1.037,68;USD;20/09/2026;Alquiler
OP-2026004437;ES3500810000580000000160;1.102,68;EUR;25/09/2026;Suministros
OP-2026004438;ES0421000000600000000087;668,71;EUR;27/09/2026;Transporte
OP-2026004439;ES1301820000970000000046;908,13;EUR;22/09/2026;Nómina
OP-2026004440;ES6520850000110000000089;4.939.047,15;COP;19/09/2026;Servicios profesionales
OP-2026004441;ES5600490000000000000049;934,56;EUR;14/09/2026;Transporte
OP-2026004442;ES2620850000170000000012;905,30;EUR;15/09/2026;Mantenimiento
OP-2026004443;ES9600810000560000000130;4.150.797,88;COP;14/09/2026;Alquiler
OP-2026004444;ES8120850000180000000234;959,61;USD;24/09/2026;Suministros
OP-2026004445;ES4601280000170000000027;615,88;EUR;21/09/2026;Material de oficina
OP-2026004446;ES3500810000580000000160;1.192,45;USD;20/09/2026;Publicidad
OP-2026004447;ES6600810000590000000232;15.558,88;MXN;18/09/2026;Transporte
OP-2026004448;ES7320850000190000000135;14.037,33;MXN;13/09/2026;Formación
OP-2026004449;ES7221000000620000000026;948,87;EUR;22/09/2026;Mantenimiento
OP-2026004450;ES8400490000000000000127;14.058,04;MXN;21/09/2026;Formación
OP-2026004451;ES7600490000040000000172;21.375,60;MXN;23/09/2026;Licencias de software
OP-2026004452;ES2120850000190000000004;666,85;EUR;20/09/2026;Seguros
OP-2026004453;ES8021000000610000000222;914,40;EUR;18/09/2026;Viajes
OP-2026004454;ES3421000000690000000173;774,25;EUR;23/09/2026;Publicidad
OP-2026004455;ES5800490000060000000204;16.560,16;MXN;27/09/2026;Suministros
OP-2026004456;ES8401280000130000000121;1.161,36;EUR;26/09/2026;Mantenimiento
OP-2026004457;ES4521000000690000000169;3.070.889,36;COP;18/09/2026;Servicios profesionales
OP-2026004458;ES7520850000130000000102;18.834,08;MXN;27/09/2026;Nómina
OP-2026004459;ES0701280000170000000050;1.251,08;EUR;13/09/2026;Nómina
OP-2026004460;ES3401820000930000000058;1.025,76;EUR;24/09/2026;Proveedor
OP-2026004461;ES6300490000040000000115;914,88;EUR;23/09/2026;Alquiler
OP-2026004462;ES4800490000040000000094;490,03;USD;25/09/2026;Servicios profesionales
OP-2026004463;ES7701820000960000000107;721,70;EUR;24/09/2026;Transporte
OP-2026004464;ES8001280000130000000096;3.826.381,02;COP;27/09/2026;Viajes
OP-2026004465;ES7101280000160000000014;770,46;EUR;23/09/2026;Publicidad
OP-2026004466;ES5520850000150000000170;567,85;EUR;17/09/2026;Suministros
OP-2026004467;ES3401280000180000000097;954,38;EUR;18/09/2026;Mantenimiento
OP-2026004468;ES6200810000510000000114;1.377,07;USD;21/09/2026;Mantenimiento
OP-2026004469;ES9500810000540000000149;995,97;EUR;14/09/2026;Comisiones
OP-2026004470;ES4621000000680000000006;1.173,64;EUR;25/09/2026;Transporte
OP-2026004471;ES3101280000140000000056;332,87;USD;25/09/2026;Mantenimiento
OP-2026004472;ES6600810000500000000091;647,22;EUR;25/09/2026;Alquiler
OP-2026004473;ES8721000000680000000141;854,84;EUR;21/09/2026;Suministros
OP-2026004474;ES7501280000150000000088;692,80;EUR;24/09/2026;Material de oficina
OP-2026004475;ES1000810000590000000076;684,35;EUR;15/09/2026;Publicidad
OP-2026004476;ES2421000000610000000163;4.368.745,23;COP;21/09/2026;Mantenimiento
OP-2026004477;ES4601280000170000000027;1.017,15;EUR;20/09/2026;Proveedor
OP-2026004478;ES9500810000540000000149;1.069,85;EUR;25/09/2026;Servicios profesionales
OP-2026004479;ES6901280000100000000150;1.435,09;USD;19/09/2026;Formación
OP-2026004480;ES7601820000920000000030;1.062,64;EUR;26/09/2026;Proveedor
OP-2026004481;ES6300490000040000000018;583,45;EUR;24/09/2026;Comisiones
OP-2026004482;ES5801280000190000000101;836,13;USD;23/09/2026;Formación
OP-2026004483;ES8501820000950000000206;568,12;USD;16/09/2026;Publicidad
OP-2026004484;ES6620850000150000000069;931,32;EUR;18/09/2026;Alquiler
OP-2026004485;ES8100810000530000000062;2.518.669,33;COP;14/09/2026;Formación
OP-2026004486;ES7600810000550000000151;818,30;EUR;13/09/2026;Alquiler
OP-2026004487;ES1420850000150000000132;954,14;USD;16/09/2026;Seguros
OP-2026004488;ES8401280000130000000121;606,87;EUR;21/09/2026;Material de oficina
OP-2026004489;ES4500810000510000000032;1.291,81;EUR;24/09/2026;Formación
OP-2026004490;ES8901280000110000000129;833,23;EUR;20/09/2026;Formación
OP-2026004491;ES8901280000110000000129;956,35;EUR;24/09/2026;Publicidad
OP-2026004492;ES6600810000500000000091;825,61;EUR;26/09/2026;Transporte
OP-2026004493;ES8901280000110000000129;835,60;EUR;15/09/2026;Nómina
OP-2026004494;ES8001280000130000000096;6.458,31;MXN;14/09/2026;Material de oficina
OP-2026004495;ES2120850000190000000004;1.015,01;EUR;23/09/2026;Nómina
OP-2026004496;ES7501820000900000000243;20.196,33;MXN;14/09/2026;Material de oficina
OP-2026004497;ES4101820000970000000221;979,64;USD;26/09/2026;Formación
OP-2026004498;ES7301820000910000000230;726,89;EUR;21/09/2026;Proveedor
OP-2026004499;ES3921000000640000000231;1.211,06;USD;19/09/2026;Alquiler
OP-2026004500;ES5621000000640000000022;684,62;EUR;25/09/2026;Nómina
OP-2026004501;ES2721000000620000000157;1.087,79;EUR;26/09/2026;Seguros
OP-2026004502;ES4800810000520000000123;921,94;EUR;15/09/2026;Mantenimiento
OP-2026004503;ES9600490000020000000007;583,03;EUR;17/09/2026;Material de oficina
OP-2026004504;ES8020850000110000000013;22.643,16;MXN;24/09/2026;Suministros
OP-2026004505;ES5800490000060000000204;3.277.967,89;COP;21/09/2026;Comisiones
OP-2026004506;ES8401280000130000000121;8.111,00;MXN;27/09/2026;Viajes
OP-2026004507;ES9401820000990000000042;3.986.236,18;COP;19/09/2026;Servicios profesionales
OP-2026004508;ES3401280000180000000097;885,58;USD;15/09/2026;Publicidad
OP-2026004509;ES7400490000070000000158;793,16;EUR;24/09/2026;Publicidad
OP-2026004510;ES9500810000540000000149;1.084,93;EUR;13/09/2026;Nómina
OP-2026004511;ES2420850000110000000245;11.722,33;MXN;15/09/2026;Servicios profesionales
OP-2026004512;ES4201280000170000000099;798,21;USD;21/09/2026;Alquiler
OP-2026004513;ES8120850000180000000234;937,02;USD;22/09/2026;Mantenimiento
OP-2026004514;ES6201820000960000000183;914,90;USD;18/09/2026;Transporte
OP-2026004515;ES9401820000990000000042;16.466,00;MXN;19/09/2026;Proveedor
OP-2026004516;ES5121000000690000000061;903,20;EUR;23/09/2026;Material de oficina
OP-2026004517;ES2120850000190000000004;1.033,42;USD;26/09/2026;Publicidad
OP-2026004518;ES9121000000610000000218;1.244,58;USD;20/09/2026;Alquiler
OP-2026004519;ES2921000000680000000118;709,68;EUR;17/09/2026;Proveedor
OP-2026004520;ES6101280000110000000051;670,72;EUR;23/09/2026;Nómina
OP-2026004521;ES9001280000150000000109;3.782.413,55;COP;15/09/2026;Formación
OP-2026004522;ES8401280000130000000121;654,30;EUR;26/09/2026;Seguros
OP-2026004523;ES5901280000170000000084;3.326.554,63;COP;13/09/2026;Mantenimiento
OP-2026004524;ES6400490000020000000195;900,41;EUR;13/09/2026;Comisiones
OP-2026004525;ES5900810000520000000216;17.428,75;MXN;25/09/2026;Servicios profesionales
OP-2026004526;ES1800810000550000000225;4.469.093,45;COP;13/09/2026;Mantenimiento
OP-2026004527;ES7300810000540000000060;686,68;EUR;14/09/2026;Material de oficina
OP-2026004528;ES0520850000170000000196;513,72;EUR;21/09/2026;Proveedor
OP-2026004529;ES5300810000500000000131;3.587.577,61;COP;23/09/2026;Publicidad
OP-2026004530;ES3221000000600000000165;1.169,80;USD;24/09/2026;Suministros
OP-2026004531;ES7621000000650000000001;921,11;USD;13/09/2026;Formación
OP-2026004532;ES5121000000690000000061;888,86;EUR;13/09/2026;Nómina
OP-2026004533;ES0421000000600000000087;3.632.592,91;COP;20/09/2026;Mantenimiento
OP-2026004534;ES3101280000110000000106;1.230,37;USD;15/09/2026;Alquiler
OP-2026004535;ES4521000000690000000169;1.065,65;EUR;25/09/2026;Alquiler
OP-2026004536;ES0220850000100000000108;21.540,33;MXN;16/09/2026;Mantenimiento
OP-2026004537;ES1901820000990000000228;641,71;EUR;19/09/2026;Viajes
OP-2026004538;ES8901280000110000000129;4.418.750,58;COP;20/09/2026;Material de oficina
